VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE	row_duration_sec	duration_sec	word_count
-0ZqnVFv7eI	-0ZqnVFv7eI-5-rgb_front	-0ZqnVFv7eI_2	-0ZqnVFv7eI_2-5-rgb_front	25.26	32.38	When you get into advance tactics, you're talking about a lot of teamwork.	7.120000000000001	7.120000000000001	13
-0ZqnVFv7eI	-0ZqnVFv7eI-5-rgb_front	-0ZqnVFv7eI_4	-0ZqnVFv7eI_4-5-rgb_front	62.66	67.54	A lot of what's required, is stressing the importance of communication.	4.88000000000001	4.88000000000001	11
-0ZqnVFv7eI	-0ZqnVFv7eI-5-rgb_front	-0ZqnVFv7eI_5	-0ZqnVFv7eI_5-5-rgb_front	67.55	73.02	It's stressing the importance of maintaining your situational awareness.	5.469999999999999	5.469999999999999	9
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_1	-0daC3SWCPQ_1-5-rgb_front	1.06	4.65	We are Terry and Laura Neven.	3.5900000000000003	3.5900000000000003	6
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_10	-0daC3SWCPQ_10-5-rgb_front	66.52	74.45	When you teach your children at home, it allows you a greater opportunity to have time as a family.	7.930000000000007	7.930000000000007	19
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_11	-0daC3SWCPQ_11-5-rgb_front	74.45	79.8	One important reason for the benefit of home schooling is academic success.	5.349999999999994	5.349999999999994	12
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_13	-0daC3SWCPQ_13-5-rgb_front	92.85	99.84	These are just some of the wonderful benefits why families home school.	6.990000000000009	6.990000000000009	12
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_2	-0daC3SWCPQ_2-5-rgb_front	4.65	10.88	I am the administrator of California educators and principal of Sunland Christian School.	6.23	6.23	13
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_3	-0daC3SWCPQ_3-5-rgb_front	10.88	16.57	This clip we will talk about the benefits to home schooling.	5.69	5.6899999999999995	11
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_5	-0daC3SWCPQ_5-5-rgb_front	34.55	39.54	Home schooling can provide a great opportunity for family unity.	4.990000000000002	4.990000000000002	10
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_6	-0daC3SWCPQ_6-5-rgb_front	39.54	43.76	To do things together, to learn together and to grow together.	4.219999999999999	4.219999999999999	11
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_8	-0daC3SWCPQ_8-5-rgb_front	52.72	59.22	It is important to understand that home schooling allows for great flexibility.	6.5	6.5	12
-0daC3SWCPQ	-0daC3SWCPQ-5-rgb_front	-0daC3SWCPQ_9	-0daC3SWCPQ_9-5-rgb_front	59.23	66.52	Moms are already running around like chickens with their heads cut off, taxing kids here and there.	7.289999999999999	7.289999999999999	17
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_1	-0oP2H0vAGY_1-5-rgb_front	11.56	18.94	"This is a great ""who dun it"" guessing game and you should use a minimum of 6-8 people."	7.380000000000001	7.380000000000001	18
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_10	-0oP2H0vAGY_10-5-rgb_front	82.32	87.92	When the murderer chooses they will choose a victim and kill them.	5.6000000000000085	5.6000000000000085	12
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_18	-0oP2H0vAGY_18-5-rgb_front	229.83	232.89	And that's how you play murderer.	3.059999999999974	3.059999999999974	6
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_2	-0oP2H0vAGY_2-5-rgb_front	18.96	20.75	The more the merrier.	1.7899999999999991	1.7899999999999991	4
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_3	-0oP2H0vAGY_3-5-rgb_front	20.78	27.49	What you do one, is choose one person who is just going to run the game.	6.709999999999997	6.709999999999997	16
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_6	-0oP2H0vAGY_6-5-rgb_front	57.79	60.8	They just choose them by tapping them gently on the head.	3.009999999999998	3.009999999999998	11
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_7	-0oP2H0vAGY_7-5-rgb_front	61.75	68.0	That person is the murderer only they know it and the person running the game knows it.	6.25	6.25	17
-0oP2H0vAGY	-0oP2H0vAGY-5-rgb_front	-0oP2H0vAGY_8	-0oP2H0vAGY_8-5-rgb_front	68.15	71.96	Everybody's eyes open and the game begins.	3.809999999999988	3.809999999999988	7
-0sphqZT1eQ	-0sphqZT1eQ-5-rgb_front	-0sphqZT1eQ_1	-0sphqZT1eQ_1-5-rgb_front	4.44	8.62	Today I'm going to teach you how to become a competitive baseball player.	4.179999999999999	4.179999999999999	13
-0sphqZT1eQ	-0sphqZT1eQ-5-rgb_front	-0sphqZT1eQ_2	-0sphqZT1eQ_2-5-rgb_front	8.62	13.93	In this segment we're going to demonstrate batting practice with live pitching.	5.3100000000000005	5.3100000000000005	12
-0sphqZT1eQ	-0sphqZT1eQ-5-rgb_front	-0sphqZT1eQ_5	-0sphqZT1eQ_5-5-rgb_front	48.77	55.66	This makes to be a more effective hitting practice regiment than the machine.	6.8899999999999935	6.8899999999999935	13
-0sphqZT1eQ	-0sphqZT1eQ-5-rgb_front	-0sphqZT1eQ_6	-0sphqZT1eQ_6-5-rgb_front	55.68	62.51	The machine is mainly for timing for fastballs.	6.829999999999998	6.829999999999998	8
-0yRaqY7nTE	-0yRaqY7nTE-5-rgb_front	-0yRaqY7nTE_1	-0yRaqY7nTE_1-5-rgb_front	2.78	5.83	My name is Daniel Baldwin.	3.0500000000000003	3.0500000000000003	5
-0yRaqY7nTE	-0yRaqY7nTE-5-rgb_front	-0yRaqY7nTE_2	-0yRaqY7nTE_2-5-rgb_front	5.84	10.08	I'm the general manager from Kurt's Auto Wrecking in American Fork, Utah.	4.24	4.24	12
-0yRaqY7nTE	-0yRaqY7nTE-5-rgb_front	-0yRaqY7nTE_3	-0yRaqY7nTE_3-5-rgb_front	10.17	14.69	And today we're giving you information on selling your junk car in Tampa.	4.52	4.52	13
-0yRaqY7nTE	-0yRaqY7nTE-5-rgb_front	-0yRaqY7nTE_5	-0yRaqY7nTE_5-5-rgb_front	27.03	31.2	Now next, there's many companies that you can sell your vehicle to.	4.169999999999998	4.169999999999998	12
-0yRaqY7nTE	-0yRaqY7nTE-5-rgb_front	-0yRaqY7nTE_9	-0yRaqY7nTE_9-5-rgb_front	89.9	95.59	And you come in and we pay you cash at the time you drop it off.	5.689999999999998	5.689999999999998	16
-1KpdDGPCq4	-1KpdDGPCq4-5-rgb_front	-1KpdDGPCq4_0	-1KpdDGPCq4_0-5-rgb_front	0.42	6.1	All right, the drink we're about to make is called San Juan Cooler.	5.68	5.68	13
-1KpdDGPCq4	-1KpdDGPCq4-5-rgb_front	-1KpdDGPCq4_1	-1KpdDGPCq4_1-5-rgb_front	6.1	8.53	Let's go ahead and put some ice in a glass.	2.43	2.4299999999999997	10
-1KpdDGPCq4	-1KpdDGPCq4-5-rgb_front	-1KpdDGPCq4_2	-1KpdDGPCq4_2-5-rgb_front	8.53	12.52	And measure out two ounces of rum.	3.99	3.99	7
-1KpdDGPCq4	-1KpdDGPCq4-5-rgb_front	-1KpdDGPCq4_4	-1KpdDGPCq4_4-5-rgb_front	24.05	26.6	And we'll just fill it up with pineapple juice.	2.5500000000000007	2.5500000000000007	9
-1KpdDGPCq4	-1KpdDGPCq4-5-rgb_front	-1KpdDGPCq4_6	-1KpdDGPCq4_6-5-rgb_front	76.61	84.17	Let's go ahead and garnish that with an orange and a cherry and that's it, bottoms up.	7.560000000000002	7.560000000000002	17
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_1	-1PeVdIwiq0_1-8-rgb_front	4.85	7.48	Today we're going to be talking about buying a new car.	2.630000000000001	2.630000000000001	11
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_13	-1PeVdIwiq0_13-8-rgb_front	97.31	101.36	So find out whether or not you're really a new car buyer.	4.049999999999997	4.049999999999997	12
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_14	-1PeVdIwiq0_14-8-rgb_front	101.37	104.84	When it comes to buying a new car, remember, its ok to say no.	3.469999999999999	3.469999999999999	14
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_15	-1PeVdIwiq0_15-8-rgb_front	106.16	111.44	Just 'cause they ask you to pay a certain amount of money for a car, doesn't mean that you have to.	5.280000000000001	5.280000000000001	21
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_16	-1PeVdIwiq0_16-8-rgb_front	111.73	115.69	Sometimes the best tactic to buying a new car is getting up and leaving.	3.9599999999999937	3.9599999999999937	14
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_18	-1PeVdIwiq0_18-8-rgb_front	131.04	138.32	When buying a new car, don't be afraid to ask your dealership to allow them to allow you to look at the invoice.	7.280000000000001	7.280000000000001	23
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_2	-1PeVdIwiq0_2-8-rgb_front	7.48	10.61	In this segment we're talk about negotiating on a new car.	3.129999999999999	3.129999999999999	11
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_23	-1PeVdIwiq0_23-8-rgb_front	177.71	184.01	Remember, just because buying a car at invoice is what the dealership does, doesn't mean you have to.	6.299999999999983	6.299999999999983	18
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_24	-1PeVdIwiq0_24-8-rgb_front	184.83	191.55	You can always buy the car for below invoice, especially if that dealership's had that car in stock for more than 300 days.	6.719999999999999	6.719999999999999	23
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_25	-1PeVdIwiq0_25-8-rgb_front	192.81	194.82	Remember, don't be afraid to ask.	2.009999999999991	2.009999999999991	6
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_26	-1PeVdIwiq0_26-8-rgb_front	195.51	197.23	Negotiating is why you're there.	1.7199999999999989	1.7199999999999989	5
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_3	-1PeVdIwiq0_3-8-rgb_front	10.61	16.26	Its easy to buy a new car, 'cause they'll either tell you yes you can buy it for that, or no you can't.	5.650000000000002	5.650000000000002	23
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_4	-1PeVdIwiq0_4-8-rgb_front	16.73	20.25	The manufacturers is the one that determines what the car costs.	3.52	3.5199999999999996	11
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_5	-1PeVdIwiq0_5-8-rgb_front	20.99	28.15	The dealership buys the car from the manufacturer and there are many websites out there that tell you what the actual cost of the car is.	7.16	7.16	26
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_6	-1PeVdIwiq0_6-8-rgb_front	28.49	35.92	Once you determine how much that car costs, its up to the dealership whether to sell you the car for that, for less than that, or for more than that.	7.430000000000003	7.430000000000003	30
-1PeVdIwiq0	-1PeVdIwiq0-8-rgb_front	-1PeVdIwiq0_9	-1PeVdIwiq0_9-8-rgb_front	55.47	61.35	The minute that you purchase that new car though, it becomes titled and then it becomes a used car.	5.880000000000003	5.880000000000003	19
-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_2	-1Uik-vwQoc_2-5-rgb_front	24.75	27.92	This particular one is our Golden Retriever.	3.1700000000000017	3.1700000000000017	7
-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_3	-1Uik-vwQoc_3-5-rgb_front	27.92	34.06	Scooter, so that's his name in old typeset.	6.140000000000001	6.140000000000001	8
-1Uik-vwQoc	-1Uik-vwQoc-5-rgb_front	-1Uik-vwQoc_4	-1Uik-vwQoc_4-5-rgb_front	34.08	37.55	These are the colors that were in his collar.	3.469999999999999	3.469999999999999	9
